step  llama_32_1b_mean  llama_32_1b_std  llama_32_3b_mean  llama_32_3b_std  qwen25_3b_mean  qwen25_3b_std  phi_3_mini_mean  phi_3_mini_std  qwen3_4b_mean  qwen3_4b_std  yi_15_6b_mean  yi_15_6b_std  mistral_7b_v03_mean  mistral_7b_v03_std  ministral_8b_mean  ministral_8b_std  llama_31_8b_mean  llama_31_8b_std  gemma_2_9b_mean  gemma_2_9b_std  gemma_3_12b_mean  gemma_3_12b_std
261  2.0000  0.0000  1.3333  0.9428  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
271  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
281  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  1.3333  0.9428  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
291  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
301  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
311  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
321  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
331  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
341  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
351  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
361  2.0000  0.0000  1.3333  0.9428  2.0000  0.0000  0.6667  0.9428  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
371  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
381  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
391  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
401  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  1.3333  0.9428  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
411  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
421  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
431  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
441  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
451  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  1.3333  0.9428  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
461  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  1.3333  0.9428  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
471  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
481  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
491  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
501  1.3333  0.9428  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
511  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
521  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
531  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
541  1.3333  0.9428  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
551  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  1.3333  0.9428  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
561  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
571  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
581  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
591  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
601  1.3333  0.9428  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
611  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
621  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
631  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
641  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
651  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  1.3333  0.9428  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
661  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
671  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
681  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
691  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
701  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
711  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
721  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
731  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
741  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
751  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  1.3333  0.9428  2.0000  0.0000  2.0000  0.0000
761  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
771  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
781  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
791  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
801  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
811  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
821  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
831  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
841  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
851  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
861  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
871  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
881  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
891  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
901  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
911  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
921  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
931  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
941  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
951  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
961  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
971  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
981  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
991  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000  2.0000  0.0000
