step  llama_32_1b_mean  llama_32_1b_std  llama_32_3b_mean  llama_32_3b_std  qwen25_3b_mean  qwen25_3b_std  phi_3_mini_mean  phi_3_mini_std  qwen3_4b_mean  qwen3_4b_std  yi_15_6b_mean  yi_15_6b_std  mistral_7b_v03_mean  mistral_7b_v03_std  ministral_8b_mean  ministral_8b_std  llama_31_8b_mean  llama_31_8b_std  gemma_2_9b_mean  gemma_2_9b_std  gemma_3_12b_mean  gemma_3_12b_std
170  0.9933  0.0094  0.9867  0.0094  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  0.9800  0.0163  0.9933  0.0094  1.0000  0.0000  0.9800  0.0000  1.0000  0.0000  1.0000  0.0000
180  0.9867  0.0189  0.9867  0.0094  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  0.9667  0.0249  1.0000  0.0000  1.0000  0.0000  0.9800  0.0000  1.0000  0.0000  1.0000  0.0000
190  0.9800  0.0283  0.9867  0.0094  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  0.9667  0.0249  1.0000  0.0000  1.0000  0.0000  0.9800  0.0000  1.0000  0.0000  1.0000  0.0000
200  0.9867  0.0189  0.9867  0.0094  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  0.9667  0.0249  1.0000  0.0000  1.0000  0.0000  0.9800  0.0000  1.0000  0.0000  1.0000  0.0000
210  0.9867  0.0189  0.9867  0.0094  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  0.9667  0.0249  1.0000  0.0000  1.0000  0.0000  0.9800  0.0000  1.0000  0.0000  1.0000  0.0000
220  0.9867  0.0189  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  0.9867  0.0094  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000
230  0.9933  0.0094  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000
240  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  0.9933  0.0094  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000
250  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  0.9933  0.0094  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000
260  1.0000  0.0000  0.9867  0.0094  1.0000  0.0000  0.9933  0.0094  1.0000  0.0000  0.9867  0.0094  1.0000  0.0000  1.0000  0.0000  0.9800  0.0000  1.0000  0.0000  1.0000  0.0000
270  1.0000  0.0000  0.9867  0.0094  1.0000  0.0000  0.9933  0.0094  1.0000  0.0000  0.9867  0.0094  1.0000  0.0000  1.0000  0.0000  0.9800  0.0000  1.0000  0.0000  1.0000  0.0000
280  0.9933  0.0094  0.9867  0.0094  1.0000  0.0000  0.9933  0.0094  1.0000  0.0000  0.9867  0.0094  1.0000  0.0000  1.0000  0.0000  0.9800  0.0000  1.0000  0.0000  1.0000  0.0000
290  0.9933  0.0094  0.9867  0.0094  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  0.9867  0.0094  1.0000  0.0000  1.0000  0.0000  0.9800  0.0000  1.0000  0.0000  1.0000  0.0000
300  0.9933  0.0094  0.9867  0.0094  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  0.9667  0.0094  0.9800  0.0000  1.0000  0.0000  0.9800  0.0000  1.0000  0.0000  1.0000  0.0000
310  0.9933  0.0094  0.9867  0.0094  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  0.9800  0.0000  0.9800  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000
320  0.9933  0.0094  0.9867  0.0094  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  0.9733  0.0094  0.9800  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000
330  1.0000  0.0000  0.9867  0.0094  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  0.9733  0.0094  0.9800  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000
340  0.9867  0.0094  0.9667  0.0094  0.9933  0.0094  0.9667  0.0094  0.9933  0.0094  0.9267  0.0094  0.9467  0.0094  0.9800  0.0163  0.9667  0.0094  1.0000  0.0000  1.0000  0.0000
350  0.9867  0.0094  0.9667  0.0094  0.9933  0.0094  0.9667  0.0094  0.9933  0.0094  0.9467  0.0094  0.9667  0.0094  0.9800  0.0163  0.9667  0.0094  1.0000  0.0000  1.0000  0.0000
360  0.9867  0.0094  0.9800  0.0000  0.9933  0.0094  0.9667  0.0094  0.9933  0.0094  0.9400  0.0000  0.9667  0.0094  0.9800  0.0163  0.9667  0.0094  1.0000  0.0000  1.0000  0.0000
370  0.9867  0.0094  0.9800  0.0000  0.9933  0.0094  0.9667  0.0094  0.9933  0.0094  0.9333  0.0189  0.9667  0.0094  0.9800  0.0163  0.9667  0.0094  1.0000  0.0000  1.0000  0.0000
380  0.9867  0.0094  0.9800  0.0000  0.9933  0.0094  0.9667  0.0094  0.9933  0.0094  0.9200  0.0000  0.9600  0.0000  0.9800  0.0163  0.9600  0.0163  1.0000  0.0000  1.0000  0.0000
390  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  0.9667  0.0094  0.9933  0.0094  1.0000  0.0000  0.9933  0.0094  1.0000  0.0000  1.0000  0.0000
400  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  1.0000  0.0000  0.9667  0.0094  0.9933  0.0094  1.0000  0.0000  0.9933  0.0094  1.0000  0.0000  1.0000  0.0000
