step  llama_32_1b_mean  llama_32_1b_std  llama_32_3b_mean  llama_32_3b_std  qwen25_3b_mean  qwen25_3b_std  phi_3_mini_mean  phi_3_mini_std  qwen3_4b_mean  qwen3_4b_std  yi_15_6b_mean  yi_15_6b_std  mistral_7b_v03_mean  mistral_7b_v03_std  ministral_8b_mean  ministral_8b_std  llama_31_8b_mean  llama_31_8b_std  gemma_2_9b_mean  gemma_2_9b_std  gemma_3_12b_mean  gemma_3_12b_std
290  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0133  0.0094  1.0000  0.0000  0.0000  0.0000  0.0067  0.0094  0.6667  0.4714  0.0000  0.0000  0.9333  0.0943  1.0000  0.0000
300  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0133  0.0094  1.0000  0.0000  0.0000  0.0000  0.0067  0.0094  0.6667  0.4714  0.0000  0.0000  0.9400  0.0849  1.0000  0.0000
310  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0133  0.0094  1.0000  0.0000  0.0000  0.0000  0.0067  0.0094  0.6667  0.4714  0.0000  0.0000  0.9333  0.0943  1.0000  0.0000
320  0.0000  0.0000  0.0067  0.0094  0.6667  0.4714  0.0133  0.0094  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.9333  0.0943  1.0000  0.0000
330  0.0000  0.0000  0.0133  0.0094  0.6667  0.4714  0.0067  0.0094  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.9400  0.0849  1.0000  0.0000
340  0.0000  0.0000  0.0133  0.0094  0.6667  0.4714  0.0067  0.0094  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.9400  0.0849  1.0000  0.0000
350  0.0000  0.0000  0.0133  0.0094  0.6667  0.4714  0.0067  0.0094  1.0000  0.0000  0.0067  0.0094  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.9467  0.0754  1.0000  0.0000
360  0.0000  0.0000  0.0133  0.0094  0.6667  0.4714  0.0067  0.0094  1.0000  0.0000  0.0067  0.0094  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.9333  0.0943  1.0000  0.0000
370  0.0000  0.0000  0.0067  0.0094  0.6667  0.4714  0.0067  0.0094  1.0000  0.0000  0.0067  0.0094  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.9533  0.0660  1.0000  0.0000
380  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0067  0.0094  1.0000  0.0000  0.0067  0.0094  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.9467  0.0754  1.0000  0.0000
390  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0067  0.0094  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.9533  0.0660  1.0000  0.0000
400  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.9267  0.1037  1.0000  0.0000
410  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.9333  0.0943  1.0000  0.0000
420  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.9200  0.1131  1.0000  0.0000
430  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.9267  0.1037  1.0000  0.0000
440  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.9333  0.0943  1.0000  0.0000
450  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.9333  0.0943  1.0000  0.0000
460  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.9333  0.0943  1.0000  0.0000
470  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.9267  0.1037  1.0000  0.0000
480  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.8933  0.1508  1.0000  0.0000
490  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.8800  0.1697  1.0000  0.0000
500  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.8933  0.1508  1.0000  0.0000
510  0.0000  0.0000  0.0000  0.0000  0.6600  0.4668  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.8867  0.1464  0.9867  0.0094
520  0.0000  0.0000  0.0000  0.0000  0.6600  0.4668  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.8933  0.1370  0.9867  0.0094
530  0.0000  0.0000  0.0000  0.0000  0.6600  0.4668  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.9000  0.1275  0.9867  0.0094
540  0.0000  0.0000  0.0000  0.0000  0.6600  0.4668  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.9200  0.0993  0.9867  0.0094
550  0.0000  0.0000  0.0000  0.0000  0.6600  0.4668  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.9267  0.0899  0.9867  0.0094
560  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.9467  0.0754  1.0000  0.0000
570  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.9600  0.0566  1.0000  0.0000
580  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.9933  0.0094  1.0000  0.0000
590  0.0067  0.0094  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  0.9933  0.0094  1.0000  0.0000
600  0.0067  0.0094  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
610  0.0067  0.0094  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
620  0.0067  0.0094  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
630  0.0067  0.0094  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
640  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
650  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
660  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
670  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
680  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
690  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
700  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
710  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
720  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
730  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0067  0.0094  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
740  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0067  0.0094  1.0000  0.0000  0.0067  0.0094  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
750  0.0000  0.0000  0.0067  0.0094  0.6667  0.4714  0.0133  0.0189  1.0000  0.0000  0.0067  0.0094  0.0067  0.0094  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
760  0.0000  0.0000  0.0067  0.0094  0.6667  0.4714  0.0200  0.0283  1.0000  0.0000  0.0067  0.0094  0.0067  0.0094  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
770  0.0000  0.0000  0.0067  0.0094  0.6667  0.4714  0.0267  0.0377  1.0000  0.0000  0.0067  0.0094  0.0067  0.0094  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
780  0.0000  0.0000  0.0067  0.0094  0.6667  0.4714  0.0200  0.0283  1.0000  0.0000  0.0067  0.0094  0.0067  0.0094  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
790  0.0000  0.0000  0.0067  0.0094  0.6667  0.4714  0.0200  0.0283  1.0000  0.0000  0.0000  0.0000  0.0067  0.0094  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
800  0.0067  0.0094  0.0000  0.0000  0.6667  0.4714  0.0133  0.0189  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
810  0.0067  0.0094  0.0000  0.0000  0.6667  0.4714  0.0067  0.0094  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
820  0.0067  0.0094  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
830  0.0067  0.0094  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
840  0.0067  0.0094  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
850  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
860  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
870  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
880  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
890  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
900  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
910  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
920  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0067  0.0094  1.0000  0.0000  1.0000  0.0000
930  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0067  0.0094  1.0000  0.0000  1.0000  0.0000
940  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0067  0.0094  1.0000  0.0000  1.0000  0.0000
950  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0067  0.0094  1.0000  0.0000  1.0000  0.0000
960  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0067  0.0094  1.0000  0.0000  1.0000  0.0000
970  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
980  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
990  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.6667  0.4714  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000
